"ID","Source","Severity","Start_Time","End_Time","Start_Lat","Start_Lng","End_Lat","End_Lng","Distance.mi.","Description","Street","City","County","State","Zipcode","Country","Timezone","Airport_Code","Weather_Timestamp","Temperature.F.","Wind_Chill.F.","Humidity...","Pressure.in.","Visibility.mi.","Wind_Direction","Wind_Speed.mph.","Precipitation.in.","Weather_Condition","Amenity","Bump","Crossing","Give_Way","Junction","No_Exit","Railway","Roundabout","Station","Stop","Traffic_Calming","Traffic_Signal","Turning_Loop","Sunrise_Sunset","Civil_Twilight","Nautical_Twilight","Astronomical_Twilight"
"A-4423556","Source1",2,2022-02-25 06:55:30,2022-02-25 09:02:01,42.368089,-73.844583,42.461642,-73.808,6.728,"Slow traffic on New York State Trwy N - I-87 N from CR-23B/Exit 21 (I-87) to Exit 21 (Selkirk) (I-87) due to accident.","I-87 N","West Coxsackie","Greene","NY","12192","US","US/Eastern","KALB","2022-02-25 06:51:00",17,9,92,29.88,0.25,"NNW",6,0.14,"Heavy Snow","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-4424472","Source1",2,2022-03-09 10:32:12,2022-03-09 12:38:58,42.8454887864931,-74.0202677246379,42.8739087864931,-74.0555577246379,2.655,"NYSTA - Statewide Ops.: crash on I-90 - NYS Thruway westbound at After Exit 26 (I-90) - Schenectady (I-890 - Rte 5S) starting 10:32 AM 03/09/2022 [CARS CAD-220680148]","I-90 W","Schenectady","Schenectady","NY","12306","US","US/Eastern","KSCH","2022-03-09 11:30:00",34,25,60,29.66,2,"S",13,0,"Light Snow","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-4424580","Source1",2,2023-01-23 05:07:29,2023-01-23 07:14:52,42.792318,-73.926145,42.799614,-73.937127,0.751,"NYSDOT TMC - Albany: Crash on I-890 westbound at Exit 7; NY 7 (Rotterdam) right shoulder closed","I-890 W","Schenectady","Schenectady","NY","12304","US","US/Eastern","KALB","2023-01-23 05:03:00",32,26,92,29.33,1,"NNW",6,0,"Light Snow","False","False","False","False","False","False","False","False","False","False","False","False","False","Night","Night","Night","Night"
"A-4425456","Source1",2,2022-05-24 07:15:55,2022-05-24 09:26:45,42.385693,-73.467745,42.390845,-73.476562,0.574,"NYSTA - Statewide Ops.: crash on I-90 - Berkshire Connector westbound at After Canaan Toll Barrier starting 7:15 AM 05/24/2022 [CARS CAD-221440058]","I-90 W","East Chatham","Columbia","NY","12060","US","US/Eastern","KPSF","2022-05-24 06:54:00",49,47,61,29.02,10,"NE",6,0,"Fair","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-4425590","Source1",2,2022-09-30 13:05:17,2022-09-30 15:10:41,42.63308,-73.781857,42.632796,-73.781499,0.027,"Incident on I-87 SB near I-87 Drive with caution.","I-87 S","Albany","Albany","NY","12209","US","US/Eastern","KALB","2022-09-30 12:51:00",57,57,62,30.03,10,"CALM",0,0,"Mostly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-4426666","Source1",2,2022-10-13 18:44:15,2022-10-13 20:11:28,42.862737,-73.780336,42.862634,-73.779704,0.033,"Incident on RT-146 EB near PLANK RD Drive with caution.","Route 146","Clifton Park","Saratoga","NY","12065","US","US/Eastern","KSCH","2022-10-13 19:45:00",54,54,100,29.42,7,"WNW",3,0,"Rain","False","False","False","False","False","False","False","False","False","False","False","False","False","Night","Night","Day","Day"
"A-4426751","Source1",2,2022-05-12 16:28:31,2022-05-12 16:48:31,42.7614176271307,-73.698531388885,42.7460976271307,-73.698021388885,1.059,"Slow traffic on NY-787 - NY-787 S from Dyke Ave (NY-787) to NY-7 (NY-787) due to accident.","NY-787","Cohoes","Albany","NY","12047","US","US/Eastern","KALB","2022-05-12 16:51:00",85,85,30,29.93,10,"S",6,0,"Partly Cloudy","False","False","False","False","False","False","False","False","False","False","False","True","False","Day","Day","Day","Day"
"A-4427004","Source1",2,2022-08-05 09:47:11,2022-08-05 12:22:56,42.694051,-73.843871,42.694723,-73.84401,0.047,"Incident on I-87 near I-87 Drive with caution.","I-87 N","Albany","Albany","NY","12205","US","US/Eastern","KALB","2022-08-05 09:51:00",78,78,79,29.83,10,"CALM",0,0,"Patches of Fog","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-4427818","Source1",2,2022-12-11 10:13:27,2022-12-11 14:44:51,42.646066,-73.749245,42.633657,-73.763416,1.12,"Incident on I-787 SB near DUNN BRG Drive with caution.","I-787 S","Albany","Albany","NY","12207","US","US/Eastern","KALB","2022-12-11 09:51:00",27,27,85,29.99,1,"CALM",0,0,"Light Snow","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-4428236","Source1",2,2022-08-06 12:23:42,2022-08-06 15:22:49,42.781574,-73.758864,42.794715,-73.764058,0.945,"Slow traffic on I-87 N - Adirondack Northway N from NY-7/Exit 7 (I-87) to CR-92/Crescent Rd/Exit 8 (I-87) due to accident.","Adirondack Northway N","Cohoes","Albany","NY","12047","US","US/Eastern","KALB","2022-08-06 12:51:00",90,90,52,29.84,10,"SSE",10,0,"Mostly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-4428454","Source1",2,2022-03-09 06:53:30,2022-03-09 08:56:00,42.705043,-73.706768,42.679801,-73.72375,1.946,"Stationary traffic on I-787 S from 23rd St/Exit 8 (I-787) to NY-32/Exit 6 (I-787) due to accident.","I-787 S","Watervliet","Albany","NY","12189","US","US/Eastern","KALB","2022-03-09 06:51:00",28,28,75,29.82,10,"CALM",0,0,"Cloudy","False","False","False","False","True","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-4428690","Source1",2,2022-04-14 16:12:28,2022-04-14 17:29:33,42.633344,-73.772319,42.635921,-73.777738,0.328,"Slow traffic on I-787 N - I-787 S from I-87 (I-787) to US-9W/McCarty Ave (I-787) due to accident.","I-787 S","Albany","Albany","NY","12202","US","US/Eastern","KALB","2022-04-14 16:15:00",71,71,66,29.39,10,"W",29,0.01,"Cloudy / Windy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-4428738","Source1",2,2022-06-10 17:09:01,2022-06-10 19:17:26,42.738324,-73.782885,42.739101,-73.782114,0.066,"NYSDOT TMC - Albany: Crash on I-87 Northway northbound before Exit 5; NY 155 (Colonie) 1 Left lane of 4 lanes closed","Watervliet Shaker Rd","Latham","Albany","NY","12110","US","US/Eastern","KALB","2022-06-10 16:51:00",74,74,40,29.51,10,"WNW",9,0,"Mostly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-4428739","Source1",2,2022-04-26 14:39:18,2022-04-26 16:44:35,42.7315056321968,-73.7897908684073,42.7390956321968,-73.7821008684073,0.654,"NYSDOT TMC - Albany: Crash on I-87 Northway northbound before Exit 5; NY 155 (Colonie) right shoulder closed","Adirondack Northway N","Latham","Albany","NY","12110","US","US/Eastern","KALB","2022-04-26 14:51:00",53,53,83,29.71,10,"SSW",3,0.01,"Light Rain","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-4428870","Source1",2,2022-04-14 16:12:28,2022-04-14 18:40:09,42.633597,-73.774765,42.635332,-73.775842,0.132,"Slow traffic on I-787 N - US-9W N - I-787 S - US-9W S from exit [1] to Southern Blvd due to accident.","I-787 S","Albany","Albany","NY","12202","US","US/Eastern","KALB","2022-04-14 16:15:00",71,71,66,29.39,10,"W",29,0.01,"Cloudy / Windy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-4429110","Source1",2,2022-09-22 10:37:54,2022-09-22 12:04:47,42.760416,-73.756755,42.759786,-73.753421,0.175,"Incident on RT-7 EB near US-9 Drive with caution.","New Loudon Rd","Latham","Albany","NY","12110","US","US/Eastern","KALB","2022-09-22 10:51:00",59,59,83,29.33,7,"SSW",7,0.09,"Light Rain","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-4429111","Source1",2,2022-02-15 08:15:45,2022-02-15 09:37:39,42.7607309816229,-73.7577331062615,42.7597809816229,-73.7534131062614,0.229,"Incident on NY-7 EB near US-9 Drive with caution.","NY-7 E","Latham","Albany","NY","12110","US","US/Eastern","KALB","2022-02-15 07:51:00",11,11,73,30.24,10,"CALM",0,0,"Fair","False","False","False","False","True","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-4429267","Source1",2,2022-05-15 16:16:53,2022-05-15 16:54:35,42.7597868440496,-73.7534201141655,42.7456668440497,-73.7049301141655,2.647,"Slow traffic on NY-7 E from US-9 (NY-7) to I-787/NY-787 (NY-7) due to accident.","NY-7 E","Latham","Albany","NY","12110","US","US/Eastern","KALB","2022-05-15 16:08:00",68,68,84,29.48,3,"WNW",10,0.08,"T-Storm","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-4430067","Source1",2,2022-08-03 16:54:00,2022-08-03 18:17:26,42.74283,-73.914384,42.750861,-73.927392,0.862,"NYSTA - Statewide Ops.: crash on I-90 - NYS Thruway westbound at Before Exit 25 (I-90) - Schenectady (I-890) starting 4:54 PM 08/03/2022 [CARS CAD-222150385]","I-90 W","Schenectady","Albany","NY","12303","US","US/Eastern","KALB","2022-08-03 16:51:00",89,89,36,29.61,10,"CALM",0,0,"Fair","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-4430503","Source1",2,2022-05-15 18:13:23,2022-05-15 20:08:05,42.65175,-73.747159,42.660781,-73.737738,0.786,"Incident on I-787 near I-787 Drive with caution.","I-787 N","Albany","Albany","NY","12207","US","US/Eastern","KALB","2022-05-15 17:51:00",70,70,84,29.45,10,"S",7,0,"Mostly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-4432033","Source1",2,2022-02-04 14:50:47,2022-02-04 16:54:48,42.6496875284069,-73.8470828529651,42.6585775284069,-73.8236328529652,1.341,"NYSTA - Statewide Ops.: crash on I-87 - NYS Thruway northbound at After Exit 23 (I-87) - Albany Downtown (I-787 - Rte 9W) starting 2:50 PM 02/04/2022 [CARS CAD-220350265]","NY-85 N","Slingerlands","Albany","NY","12159","US","US/Eastern","KALB","2022-02-04 14:51:00",17,6,84,29.71,0.75,"N",9,0.01,"Light Snow","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-4432145","Source1",2,2023-01-02 01:05:42,2023-01-02 03:09:57,42.779205,-73.924026,42.780501,-73.92351,0.093,"NYSDOT TMC - Albany: Crash on I-890 eastbound Exit ramp Exit 7; NY 7 (Rotterdam) right shoulder closed","I-890 W","Schenectady","Schenectady","NY","12303","US","US/Eastern","KALB","2023-01-02 00:51:00",35,35,89,29.69,10,"CALM",0,0,"Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Night","Night","Night","Night"
"A-4432183","Source1",2,2022-05-28 23:12:46,2022-05-29 01:21:19,42.438372,-73.554862,42.440508,-73.555482,0.151,"NYSTA - Statewide Ops.: crash on I-90 - Berkshire Connector westbound at Before Exit B2 - Taconic Parkway - Rte 295 starting 11:12 PM 05/28/2022 [CARS CAD-221480458]","I-90 W","Old Chatham","Columbia","NY","12136","US","US/Eastern","KPSF","2022-05-28 22:54:00",57,57,87,28.63,10,"W",7,0,"Fair","False","False","False","False","False","False","False","False","False","False","False","False","False","Night","Night","Night","Night"
"A-4433470","Source1",2,2022-12-01 19:03:00,2022-12-01 21:13:18,42.781489,-74.006575,42.780167,-74.003906,0.163,"crash I-90 - NYS Thruway eastbound between exit 25A and exit 25","I-90 E","Schenectady","Schenectady","NY","12306","US","US/Eastern","KSCH","2022-12-01 18:46:00",36,28,52,29.94,10,"W",12,0,"Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Night","Night","Night","Night"
"A-4434022","Source1",2,2022-03-31 23:50:57,2022-04-01 01:35:33,42.6378428933971,-73.7555873390496,42.6336428933972,-73.7634073390496,0.492,"Crash on I-787 southbound Off-ramp Exit 2; NY 32; South Pearl Street; Port of Albany (Albany) right shoulder closed","I-787 S","Albany","Albany","NY","12202","US","US/Eastern","KALB","2022-03-31 23:51:00",56,56,87,29.16,10,"W",7,0.04,"Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Night","Night","Night","Night"
"A-4434353","Source1",2,2022-08-10 14:50:09,2022-08-10 16:31:57,42.767483,-73.761616,42.781574,-73.758864,0.984,"NYSDOT TMC - Albany: Crash on I-87 Northway northbound between Exit 7; NY 7 (Colonie) and Twin Bridges; Town of Halfmoon; Town of Colonie Line (Colonie) right shoulder closed","Adirondack Northway N","Latham","Albany","NY","12110","US","US/Eastern","KALB","2022-08-10 14:51:00",77,77,56,29.75,10,"CALM",0,0,"Mostly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-4434855","Source1",2,2023-02-15 16:06:56,2023-02-15 19:06:34,42.933927,-73.80353,42.936969,-73.804027,0.212,"Crash on I-87 Northway northbound at Exit 11; Round Lake Road (Malta) 1 Left lane of 3 lanes closed","Adirondack Northway N","Ballston Lake","Saratoga","NY","12019","US","US/Eastern","KSCH","2023-02-15 15:45:00",64,64,32,29.35,15,"S",10,0,"Fair","False","False","False","False","True","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-4434856","Source1",2,2022-03-22 14:36:27,2022-03-22 16:41:57,42.9339158532956,-73.8035237785635,42.9397358532956,-73.8044637785635,0.405,"NYSDOT TMC - Albany: Crash on I-87 Northway northbound area of Exit 11; Round Lake Road (Malta) right shoulder closed","Adirondack Northway N","Ballston Lake","Saratoga","NY","12019","US","US/Eastern","KSCH","2022-03-22 14:52:00",50,50,26,29.73,15,"WNW",14,0,"Fair","False","False","False","False","True","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-4434895","Source1",2,2023-01-17 12:20:12,2023-01-17 14:14:38,42.796394,-73.929012,42.796015,-73.928559,0.035,"Incident on I-890 EB near MICHIGAN AVE Drive with caution.","I-890 E","Schenectady","Schenectady","NY","12303","US","US/Eastern","KALB","2023-01-17 12:31:00",33,33,46,29.38,10,"S",3,0,"Light Sleet","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-4434896","Source1",2,2022-04-25 10:02:16,2022-04-25 12:11:02,42.7963936326847,-73.9290082451156,42.7827336326847,-73.9233382451156,0.987,"NYSDOT TMC - Albany: Crash on I-890 eastbound Exit 6; Michigan Avenue (Schenectady) right shoulder closed","I-890 E","Schenectady","Schenectady","NY","12303","US","US/Eastern","KALB","2022-04-25 09:51:00",54,54,37,29.91,10,"SE",15,0,"Mostly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-4435806","Source1",2,2022-09-25 06:16:00,2022-09-25 07:59:09,42.745782,-73.920172,42.744216,-73.917864,0.159,"Incident on I-90 EB near I-90 Drive with caution.","I-90 E","Schenectady","Albany","NY","12303","US","US/Eastern","KALB","2022-09-25 05:51:00",51,51,86,29.49,10,"S",3,0,"Mostly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Night","Night","Day","Day"
"A-4436193","Source1",2,2022-11-09 09:55:13,2022-11-09 13:11:32,42.656178,-73.719334,42.655636,-73.718907,0.043,"Incident on I-90 EB near RT-43 Road closed. Take alternate route.","I-90 E","Rensselaer","Rensselaer","NY","12144","US","US/Eastern","KALB","2022-11-09 09:51:00",41,41,55,30.34,10,"CALM",0,0,"Fair","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-4436808","Source1",2,2022-08-17 07:23:18,2022-08-17 09:34:10,42.710075,-73.861739,42.712344,-73.865626,0.252,"NYSTA - Statewide Ops.: crash on I-90 - NYS Thruway westbound at After Exit 24 (I-90) - Albany (I-87 Northway - I-90 East) starting 7:23 AM 08/17/2022 [CARS CAD-222290051]","I-90 W","Albany","Albany","NY","12205","US","US/Eastern","KALB","2022-08-17 07:51:00",66,66,87,29.75,10,"WNW",5,0,"Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-4436898","Source1",2,2022-05-02 16:09:34,2022-05-02 17:36:31,42.828788,-73.99289,42.838249,-74.000837,0.768,"NYSDOT TMC - Albany: Crash on I-890 westbound before Exit 1B - I-90 (Rotterdam) right shoulder closed","I-890 W","Schenectady","Schenectady","NY","12306","US","US/Eastern","KSCH","2022-05-02 15:45:00",52,52,100,29.65,10,"SSE",6,0,"Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-4437323","Source1",2,2022-03-14 16:24:51,2022-03-14 18:32:06,42.7289950845588,-73.6992824074092,42.7364650845588,-73.6990424074092,0.516,"Crash on I-787 northbound before Exit 8; 23rd Street Watervliet (Watervliet) right shoulder closed","I-787 N","Watervliet","Albany","NY","12189","US","US/Eastern","KALB","2022-03-14 16:51:00",48,44,39,29.96,10,"SSE",8,0,"Mostly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-4437826","Source1",2,2022-06-09 21:16:30,2022-06-09 22:09:00,42.667396,-73.732977,42.676557,-73.72486,0.755,"Stationary traffic on I-787 N from US-9/Clinton Ave/Exit 4 (I-787) to NY-32/Exit 6 (I-787) due to accident.","I-787 N","Albany","Albany","NY","12204","US","US/Eastern","KALB","2022-06-09 20:51:00",62,62,70,29.42,10,"W",7,0,"Partly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Night","Night","Day","Day"
"A-4438376","Source1",2,2022-03-18 15:37:58,2022-03-18 17:43:29,42.7460968492377,-73.6980378624263,42.7444468492377,-73.7017978624263,0.222,"NYSDOT TMC - Albany: Crash on NY 7 westbound after Exit to I-787; Exit to NY 787 (Colonie) 1 Right lane and shoulder of 3 lanes closed","NY-787 S","Watervliet","Albany","NY","12189","US","US/Eastern","KALB","2022-03-18 15:51:00",70,70,44,29.64,10,"S",5,0,"Fair","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-4438523","Source1",2,2022-12-09 07:45:00,2022-12-09 09:25:00,42.833307,-73.770244,42.802734,-73.765386,2.127,"Stationary traffic on I-87 S - Adirondack Northway S from Grooms Rd/Exit 8 (I-87) to NY-7/Exit 7 (I-87) due to accident.","Adirondack Northway S","Clifton Park","Saratoga","NY","12065","US","US/Eastern","KSCH","2022-12-09 07:45:00",32,32,80,29.91,15,"CALM",0,0,"Fair","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-4439362","Source1",2,2022-07-25 08:13:48,2022-07-25 09:34:15,42.81203,-73.951293,42.81139,-73.950749,0.052,"NYSDOT TMC - Albany: Crash on I-890 eastbound area of Exit 4A; GE Plant (Schenectady) right shoulder closed","I-890 E","Schenectady","Schenectady","NY","12306","US","US/Eastern","KSCH","2022-07-25 07:49:00",72,72,100,29.41,10,"CALM",0,0,"Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-4439363","Source1",2,2022-02-19 09:56:40,2022-02-19 11:18:11,42.8143751619205,-73.9609372612288,42.8113951619205,-73.9507472612288,0.556,"NYSDOT TMC - Albany: Crash on I-890 eastbound area of Exit 4A; GE Plant (Schenectady) right shoulder closed","I-890 E","Schenectady","Schenectady","NY","12306","US","US/Eastern","KSCH","2022-02-19 09:45:00",23,15,80,29.41,1,"S",7,0,"Light Snow","False","False","False","False","True","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-4439546","Source1",2,2022-12-11 13:55:10,2022-12-11 15:59:49,42.724269,-73.804461,42.731511,-73.789809,0.896,"NYSDOT TMC - Albany: Crash on I-87 Northway northbound Exit 2W; NY 5 westbound (Colonie) to Exit 4; Wolf Road; Albany International Airport (Colonie) right shoulder closed","Adirondack Northway N","Albany","Albany","NY","12205","US","US/Eastern","KALB","2022-12-11 13:51:00",30,30,88,29.88,0.5,"CALM",0,0.04,"Snow","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-4440145","Source1",2,2022-11-01 17:09:49,2022-11-01 19:21:57,42.740605,-73.690538,42.7402,-73.688792,0.093,"NYSDOT TMC - Albany: Crash on NY 7 eastbound area of Collar City Bridge; Albany-Rensselaer County Line (Troy) 1 Left lane and shoulder of 4 lanes closed","Collar City Brg","Troy","Albany","NY","12183","US","US/Eastern","KALB","2022-11-01 16:51:00",64,64,70,29.67,10,"NW",7,0,"Mostly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-4440146","Source1",2,2022-04-14 16:16:30,2022-04-14 18:24:48,42.7411615846503,-73.6930167671505,42.7394815846503,-73.6847367671504,0.436,"NYSDOT TMC - Albany: Crash on NY 7 eastbound area of Collar City Bridge; Albany-Rensselaer County Line (Troy) right shoulder closed","Collar City Bridge","Troy","Albany","NY","12183","US","US/Eastern","KALB","2022-04-14 16:15:00",71,71,66,29.39,10,"W",29,0.01,"Cloudy / Windy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-4440172","Source1",2,2022-07-14 19:05:01,2022-07-14 20:39:28,42.802213,-73.943736,42.800414,-73.939525,0.247,"NYSDOT TMC - Albany: Crash on I-890 eastbound area of Exit 5; Broadway (Schenectady) left shoulder closed","I-890 E","Schenectady","Schenectady","NY","12303","US","US/Eastern","KALB","2022-07-14 18:51:00",82,82,44,29.69,10,"N",6,0,"Partly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-4441142","Source1",2,2022-09-27 18:00:42,2022-09-27 19:59:15,42.527988,-73.78704,42.525326,-73.788517,0.199,"crash I-87 - NYS Thruway southbound between exit 22 and exit 21A","I-87 S","Selkirk","Albany","NY","12158","US","US/Eastern","KALB","2022-09-27 17:51:00",61,61,72,29.53,10,"NW",9,0,"Mostly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-4441614","Source1",2,2022-04-02 13:10:32,2022-04-02 14:35:26,42.6912724969735,-73.8412034508045,42.6893024969735,-73.8424434508045,0.15,"NYSDOT TMC - Albany: Crash on ADIRONDACK NORTHWAY southbound at Crossgates Mall Road (Guilderland) right shoulder closed","Adirondack Northway S","Albany","Albany","NY","12205","US","US/Eastern","KALB","2022-04-02 12:51:00",44,38,37,29.74,10,"W",13,0,"Fair","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-4442044","Source1",2,2022-04-02 21:01:18,2022-04-02 23:05:47,42.7580702302801,-73.7570464607536,42.7597802302801,-73.7534164607536,0.219,"NYSDOT TMC - Albany: Crash on US 9 northbound Entrance ramp Exit to NY 7 (Colonie) right shoulder closed","Sparrowbush Rd","Latham","Albany","NY","12110","US","US/Eastern","KALB","2022-04-02 20:51:00",42,42,43,29.67,10,"SSE",3,0,"Partly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Night","Night","Night","Night"
"A-4443568","Source1",2,2022-12-11 23:29:05,2022-12-12 03:01:48,42.368089,-73.844583,42.37961,-73.838584,0.853,"NYSTA - Statewide Ops.: crash on I-87 - NYS Thruway northbound at Before Exit 21B (I-87) - Coxsackie (Rte 9W - Rte 81) starting 11:29 PM 12/11/2022 [CARS CAD-223450368]","I-87 N","West Coxsackie","Greene","NY","12192","US","US/Eastern","KALB","2022-12-11 23:43:00",29,29,89,29.81,9,"CALM",0,0,"Light Snow","False","False","False","False","False","False","False","False","False","False","False","False","False","Night","Night","Night","Night"
"A-4444416","Source1",2,2023-01-05 16:19:56,2023-01-05 18:25:27,42.794715,-73.764058,42.813924,-73.766706,1.334,"Incident on I-87 NB near TWIN BRG Left lane blocked.","Adirondack Northway N","Clifton Park","Saratoga","NY","12065","US","US/Eastern","KSCH","2023-01-05 16:45:00",46,46,100,29.52,10,"SSE",3,0,"Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-4444417","Source1",2,2022-09-02 14:59:55,2022-09-02 16:37:16,42.792674,-73.762367,42.813924,-73.766706,1.485,"Crash on I-87 Northway northbound at Twin Bridges; Town of Halfmoon; Town of Colonie Line (Colonie) 1 Left lane of 3 lanes closed","Adirondack Northway N","Clifton Park","Saratoga","NY","12065","US","US/Eastern","KSCH","2022-09-02 15:45:00",79,79,30,29.84,10,"CALM",0,0,"Fair","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-4444418","Source1",2,2022-02-24 16:13:08,2022-02-24 18:17:39,42.7815663812505,-73.7588489052116,42.8139163812505,-73.7666889052116,2.27,"NYSDOT TMC - Albany: Crash on I-87 Northway northbound after Exit 7; NY 7 (Colonie) left shoulder closed","Adirondack Northway N","Cohoes","Albany","NY","12047","US","US/Eastern","KALB","2022-02-24 15:51:00",27,27,37,30.16,10,"CALM",0,0,"Fair","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-4444743","Source1",2,2022-03-12 15:54:46,2022-03-12 17:37:55,42.6468122003429,-73.7111270424189,42.6522522003429,-73.7154470424189,0.435,"Incident on I-90 WB near NY-43 Drive with caution.","I-90 W","Rensselaer","Rensselaer","NY","12144","US","US/Eastern","KALB","2022-03-12 15:51:00",22,4,75,29.08,1,"W",29,0,"Light Snow / Windy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-4445075","Source1",2,2022-04-26 08:56:57,2022-04-26 11:01:04,42.6539576051585,-73.7455236908257,42.6561876051586,-73.7430936908257,0.197,"NYSDOT TMC - Albany: Crash on I-787 northbound area of Exit 4B southbound; Clinton Avenue; US 9 (Albany) right shoulder closed","I-787 N","Albany","Albany","NY","12207","US","US/Eastern","KALB","2022-04-26 08:51:00",53,53,59,29.77,10,"SSE",10,0,"Light Rain","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-4445739","Source1",2,2023-01-19 14:19:34,2023-01-19 16:58:15,42.696154,-73.841663,42.697785,-73.843067,0.133,"Crash on I-90 westbound ramp to Exit 1N; I-87 Adirondack Northway (Albany) left shoulder closed","I-90 W","Albany","Albany","NY","12205","US","US/Eastern","KALB","2023-01-19 14:22:00",33,33,85,29.58,6,"SE",3,0.04,"Wintry Mix","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"A-4445740","Source1",2,2022-02-21 22:45:34,2022-02-22 00:49:18,42.6951563356271,-73.8389718529041,42.6977763356271,-73.8430618529041,0.276,"NYSDOT TMC - Albany: Crash on I-90 westbound area of Exit 1N; I-87 Adirondack Northway (Albany) right shoulder closed","I-90 W","Albany","Albany","NY","12205","US","US/Eastern","KALB","2022-02-21 22:51:00",36,31,59,30.02,10,"N",6,0,"Partly Cloudy","False","False","False","False","True","False","False","False","False","False","False","False","False","Night","Night","Night","Night"
"A-4446471","Source1",2,2022-07-23 21:17:59,2022-07-23 22:59:02,42.740708,-73.690499,42.740877,-73.691271,0.041,"NYSDOT TMC - Albany: Crash on NY 7 westbound on Collar City Bridge; Albany-Rensselaer County Line (Troy) right shoulder closed","Collar City Brg","Troy","Albany","NY","12183","US","US/Eastern","KALB","2022-07-23 20:51:00",84,84,46,29.64,10,"S",6,0,"Mostly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Night","Night","Day","Day"
